timestamp,src_mac,dst_mac,eth_type,src_ip,dst_ip,protocol,src_port,dst_port,label
1778252538.3600273,8e:e6:e2:6b:1f:52,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252538.5178256,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252538.5186803,00:00:00:00:00:01,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252538.610563,8e:e6:e2:6b:1f:52,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252538.6413245,00:00:00:00:00:06,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252538.6421733,00:00:00:00:00:06,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252538.6445746,8e:e6:e2:6b:1f:52,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252538.7714374,e2:6b:b3:eb:2f:de,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252538.7727392,e2:6b:b3:eb:2f:de,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252538.7737577,e2:6b:b3:eb:2f:de,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252538.8287575,8e:e6:e2:6b:1f:52,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252538.8307705,00:00:00:00:00:04,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252538.831567,00:00:00:00:00:04,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252538.8334663,00:00:00:00:00:05,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252538.834263,00:00:00:00:00:05,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252538.8613005,8e:e6:e2:6b:1f:52,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252538.8659432,e2:6b:b3:eb:2f:de,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252538.872263,e2:6b:b3:eb:2f:de,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252538.9602711,00:00:00:00:00:02,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252538.9611058,00:00:00:00:00:02,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252538.9671519,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252539.060972,e2:6b:b3:eb:2f:de,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252539.061737,8e:e6:e2:6b:1f:52,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252539.1231108,e2:6b:b3:eb:2f:de,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252539.2135203,00:00:00:00:00:03,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252539.2144694,00:00:00:00:00:03,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252539.216163,00:00:00:00:00:05,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252539.3542118,8e:e6:e2:6b:1f:52,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252539.374573,e2:6b:b3:eb:2f:de,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252539.3764014,00:00:00:00:00:02,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252539.573914,e2:6b:b3:eb:2f:de,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252539.599626,00:00:00:00:00:06,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252539.6618924,e2:6b:b3:eb:2f:de,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252539.8531427,00:00:00:00:00:04,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252539.8672082,e2:6b:b3:eb:2f:de,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252539.9805856,00:00:00:00:00:03,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778252540.1166143,8e:e6:e2:6b:1f:52,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252540.6288028,e2:6b:b3:eb:2f:de,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252541.3554313,8e:e6:e2:6b:1f:52,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252541.86729,e2:6b:b3:eb:2f:de,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252541.9005945,8e:e6:e2:6b:1f:52,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252542.1719072,8e:e6:e2:6b:1f:52,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252542.2889786,00:00:00:00:00:06,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252542.6055667,00:00:00:00:00:04,00:00:00:00:00:03,2054,N/A,N/A,N/A,N/A,N/A,0
1778252542.60658,e2:6b:b3:eb:2f:de,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252542.609239,00:00:00:00:00:03,00:00:00:00:00:04,2054,N/A,N/A,N/A,N/A,N/A,0
1778252542.6844296,e2:6b:b3:eb:2f:de,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252542.8606496,00:00:00:00:00:04,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252542.9245954,00:00:00:00:00:03,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252543.119685,00:00:00:00:00:05,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252543.1213796,00:00:00:00:00:01,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252543.6324337,00:00:00:00:00:02,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252545.3561244,8e:e6:e2:6b:1f:52,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252545.8681645,e2:6b:b3:eb:2f:de,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252549.2608116,8e:e6:e2:6b:1f:52,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252549.775715,00:00:00:00:00:06,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252550.2848797,e2:6b:b3:eb:2f:de,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252550.797316,00:00:00:00:00:03,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252550.798215,00:00:00:00:00:04,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252551.823682,00:00:00:00:00:05,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252552.33685,00:00:00:00:00:02,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252552.337703,00:00:00:00:00:01,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252553.3567343,8e:e6:e2:6b:1f:52,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252553.8686807,e2:6b:b3:eb:2f:de,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252563.597584,8e:e6:e2:6b:1f:52,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252564.6249487,00:00:00:00:00:06,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252565.1337948,e2:6b:b3:eb:2f:de,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252566.6695232,00:00:00:00:00:04,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252567.1811213,00:00:00:00:00:03,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252568.7201006,00:00:00:00:00:05,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252569.3568423,8e:e6:e2:6b:1f:52,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252569.869806,e2:6b:b3:eb:2f:de,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252570.2576976,00:00:00:00:00:02,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252570.2589505,00:00:00:00:00:01,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252590.7312944,8e:e6:e2:6b:1f:52,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252592.7843125,00:00:00:00:00:06,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252593.2937577,e2:6b:b3:eb:2f:de,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252597.9012096,00:00:00:00:00:04,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252598.9252217,00:00:00:00:00:03,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252601.3582792,8e:e6:e2:6b:1f:52,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252601.8707895,e2:6b:b3:eb:2f:de,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252605.0715103,00:00:00:00:00:05,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252609.1688724,00:00:00:00:00:02,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252609.1697018,00:00:00:00:00:01,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252646.0288577,8e:e6:e2:6b:1f:52,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252650.1254473,e2:6b:b3:eb:2f:de,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252650.1609476,00:00:00:00:00:06,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252662.413263,00:00:00:00:00:04,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252665.3593733,8e:e6:e2:6b:1f:52,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252665.872093,e2:6b:b3:eb:2f:de,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778252666.5103443,00:00:00:00:00:03,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252674.7041287,00:00:00:00:00:05,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252678.8013968,00:00:00:00:00:02,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252678.8022475,00:00:00:00:00:01,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252752.5270255,8e:e6:e2:6b:1f:52,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252760.718014,e2:6b:b3:eb:2f:de,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778252760.7213485,00:00:00:00:00:06,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254334.6914363,7a:11:bb:88:e7:75,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254334.6993587,00:00:00:00:00:03,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254334.7001555,00:00:00:00:00:03,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254334.7003193,00:00:00:00:00:03,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254334.700469,00:00:00:00:00:03,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254334.7290041,00:00:00:00:00:01,ff:ff:ff:ff:ff:ff,2054,N/A,N/A,N/A,N/A,N/A,0
1778254334.7415097,00:00:00:00:00:05,33:33:ff:00:00:05,34525,N/A,N/A,N/A,N/A,N/A,0
1778254334.7476735,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff,2054,N/A,N/A,N/A,N/A,N/A,0
1778254334.7482939,00:00:00:00:00:04,00:00:00:00:00:03,2054,N/A,N/A,N/A,N/A,N/A,0
1778254334.7488644,00:00:00:00:00:03,00:00:00:00:00:04,2048,10.0.2.1,10.0.2.2,1,N/A,N/A,0
1778254334.749387,00:00:00:00:00:04,00:00:00:00:00:03,2048,10.0.2.2,10.0.2.1,1,N/A,N/A,0
1778254334.7553136,00:00:00:00:00:04,00:00:00:00:00:03,2048,10.0.2.2,10.0.2.1,1,N/A,N/A,0
1778254334.7558708,00:00:00:00:00:03,00:00:00:00:00:04,2048,10.0.2.1,10.0.2.2,1,N/A,N/A,0
1778254334.7666612,00:00:00:00:00:05,ff:ff:ff:ff:ff:ff,2054,N/A,N/A,N/A,N/A,N/A,0
1778254334.812635,16:d7:c7:6f:06:5c,33:33:ff:6f:06:5c,34525,N/A,N/A,N/A,N/A,N/A,0
1778254334.9260042,00:00:00:00:00:04,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254334.9417577,00:00:00:00:00:03,33:33:ff:00:00:03,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.0397336,00:00:00:00:00:06,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.0405164,00:00:00:00:00:02,33:33:ff:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.0444453,16:d7:c7:6f:06:5c,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.1170912,00:00:00:00:00:04,33:33:ff:00:00:04,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.1815672,ee:dc:84:05:50:6a,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.182015,ee:dc:84:05:50:6a,33:33:ff:05:50:6a,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.1829815,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.312322,00:00:00:00:00:01,33:33:ff:00:00:01,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.377234,00:00:00:00:00:02,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.5039413,00:00:00:00:00:05,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.6362805,00:00:00:00:00:06,33:33:ff:00:00:06,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.7620578,00:00:00:00:00:05,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.7629204,00:00:00:00:00:05,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.8037663,00:00:00:00:00:05,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.8276682,16:d7:c7:6f:06:5c,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.8285193,16:d7:c7:6f:06:5c,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.8292987,16:d7:c7:6f:06:5c,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.92187,16:d7:c7:6f:06:5c,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254335.927965,16:d7:c7:6f:06:5c,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254335.949402,00:00:00:00:00:03,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254335.9506059,00:00:00:00:00:03,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.0821834,00:00:00:00:00:02,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.0830507,00:00:00:00:00:02,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.1468995,00:00:00:00:00:04,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.147744,00:00:00:00:00:04,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.179,16:d7:c7:6f:06:5c,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254336.2059548,16:d7:c7:6f:06:5c,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.2072656,ee:dc:84:05:50:6a,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.2082734,ee:dc:84:05:50:6a,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.2101808,ee:dc:84:05:50:6a,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.306393,ee:dc:84:05:50:6a,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254336.3118362,ee:dc:84:05:50:6a,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254336.3378992,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.3387089,00:00:00:00:00:01,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.3728337,00:00:00:00:00:04,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.429696,16:d7:c7:6f:06:5c,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254336.4877012,00:00:00:00:00:02,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.5012512,ee:dc:84:05:50:6a,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.562086,ee:dc:84:05:50:6a,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254336.5889308,16:d7:c7:6f:06:5c,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.6291456,16:d7:c7:6f:06:5c,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254336.6301248,ee:dc:84:05:50:6a,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.6329288,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.6568131,00:00:00:00:00:06,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.657686,00:00:00:00:00:06,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.7819686,00:00:00:00:00:03,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.8126707,ee:dc:84:05:50:6a,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254336.9113927,00:00:00:00:00:06,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778254336.9212122,16:d7:c7:6f:06:5c,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254337.0132265,ee:dc:84:05:50:6a,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254337.3068275,ee:dc:84:05:50:6a,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254337.6843312,16:d7:c7:6f:06:5c,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254338.068464,ee:dc:84:05:50:6a,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254338.9238822,16:d7:c7:6f:06:5c,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254339.3082368,ee:dc:84:05:50:6a,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254339.7278702,00:00:00:00:00:05,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254339.7397573,16:d7:c7:6f:06:5c,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254339.788739,00:00:00:00:00:03,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254339.8530788,16:d7:c7:6f:06:5c,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254339.8539093,00:00:00:00:00:04,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254340.0447388,ee:dc:84:05:50:6a,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254340.0481615,00:00:00:00:00:02,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254340.1245995,ee:dc:84:05:50:6a,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254340.2367404,00:00:00:00:00:04,00:00:00:00:00:03,2054,N/A,N/A,N/A,N/A,N/A,0
1778254340.2385387,00:00:00:00:00:03,00:00:00:00:00:04,2054,N/A,N/A,N/A,N/A,N/A,0
1778254340.7520022,00:00:00:00:00:06,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254340.7536666,00:00:00:00:00:01,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254342.9231563,16:d7:c7:6f:06:5c,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254343.3069108,ee:dc:84:05:50:6a,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254347.9178503,00:00:00:00:00:04,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254347.9186816,ee:dc:84:05:50:6a,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254347.9194016,00:00:00:00:00:03,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254347.9213476,00:00:00:00:00:05,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254347.9221148,00:00:00:00:00:02,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254348.428913,16:d7:c7:6f:06:5c,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254348.9437346,00:00:00:00:00:06,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254349.4551797,00:00:00:00:00:01,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254350.9252255,16:d7:c7:6f:06:5c,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254351.3096488,ee:dc:84:05:50:6a,33:33:00:00:00:fb,34525,N/A,N/A,N/A,5353,5353,0
1778254362.7652144,ee:dc:84:05:50:6a,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254362.768294,00:00:00:00:00:02,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254363.2772098,00:00:00:00:00:04,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254363.2803953,00:00:00:00:00:05,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254364.302219,00:00:00:00:00:03,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254364.3048298,00:00:00:00:00:06,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778254365.325306,16:d7:c7:6f:06:5c,33:33:00:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
