timestamp,src_mac,dst_mac,eth_type,protocol,src_ip,dst_ip,src_port,dst_port,pkt_size,ttl,iat,flow_duration,pkts_per_flow,bytes_per_flow,flow_table_util,new_flow_rate,port_entropy,flow_pkt_ratio,burst_score,entropy_delta,spoofing_conf,label
1778820759.555651,00:1B:21:1F:8A:05,00:25:9C:5d:aa:94,2048,17,63.150.150.208,44.20.24.28,61812,53,256,64,0.056186,0.460663,1,256,0.376704,14.896583,1.087707,6.862299,100.0,0.242446,0.053795,0
1778820402.0119548,a9:e5:c2:56:6c:c5,00:1B:21:1F:8A:05,2048,6,10.0.1.201,10.0.3.205,59556,8080,64,128,1.444282,1.44011,26,1664,0.730355,0.1,1.635661,0.005539,0.694391,0.026585,0.06085,0
1778820741.8391886,00:0C:29:3B:5C:02,00:1A:2B:3C:4D:01,2048,6,213.221.183.47,10.0.2.1,45697,110,64,128,0.01556,0.58844,2,128,1.0,90.502924,2.854103,26.627754,153.801546,0.919549,0.676325,1
1778820560.794652,08:00:27:4A:6B:03,00:25:9C:0E:9B:06,2048,6,40.197.36.22,188.40.210.178,62029,21,128,32,0.172163,2.083257,10,1280,0.068149,0.1,0.974954,0.020833,0.480018,0.074425,0.014845,0
1778820698.244166,d7:58:5d:26:33:a2,00:50:56:2D:7E:04,2048,17,172.19.192.231,10.0.2.1,19365,161,64,32,0.024118,0.671281,1,64,0.805114,48.523712,4.803053,32.573068,72.285197,0.830316,0.10719,1
1778820253.8964562,08:00:27:4A:6B:03,00:1A:2B:8c:cf:29,2048,6,10.0.4.224,172.21.27.24,54543,1935,1500,64,0.008593,51.849492,325,487500,0.543453,0.1,0.373346,0.015954,0.019287,0.902179,0.097879,0
1778820761.0168846,00:25:9C:e9:8a:c3,00:1A:2B:3C:4D:01,2048,6,135.211.158.148,10.0.1.1,15197,53,64,64,0.114789,0.881146,12,768,0.598934,30.713448,1.63182,2.255252,34.856261,1.349361,0.656502,1
1778820699.255162,fb:11:34:bb:c5:8e,00:50:56:2D:7E:04,2048,6,166.199.76.129,10.0.2.1,61579,15439,512,128,3.0,1.722116,31,15872,0.514557,0.1,0.1,0.005555,0.058068,1.430739,0.107124,1
1778820854.5369258,00:1A:2B:3C:4D:01,00:1A:2B:3C:4D:01,2048,6,19.250.33.123,47.110.224.155,61464,739,128,128,0.012448,0.303011,1,128,0.418956,30.23014,4.294782,9.160073,100.0,0.377499,0.286397,0
1778820773.329306,00:0C:29:3B:5C:02,cd:5f:37:4b:0b:56,2048,17,10.0.1.148,10.0.1.227,62348,53,64,128,0.053491,0.079899,1,64,0.139095,8.070276,0.712417,0.64481,80.702761,0.306171,0.010806,0
1778821119.7195106,00:1A:2B:d8:3f:a5,80:92:8f:88:b3:49,2048,6,191.98.225.211,101.116.54.144,60601,22,64,64,0.099199,1.560632,67,4288,0.411374,2.328136,1.043974,0.054229,14.917909,0.758021,0.050337,0
1778820770.478557,00:50:56:2D:7E:04,08:00:27:4A:6B:03,2048,6,56.117.152.67,10.0.4.125,39129,788,64,64,0.023231,0.090166,1,64,0.446731,8.560838,2.640682,0.771897,85.608379,1.166103,0.443225,0
1778820703.293715,06:9e:2c:9e:ab:55,00:1A:2B:3C:4D:01,2048,17,10.247.36.219,192.168.1.1,52023,443,1024,255,0.036531,2.190608,8,8192,0.553262,71.75633,1.744539,19.648744,32.756361,0.047504,0.513397,1
1778821780.9568088,00:1A:2B:3C:4D:01,d9:4a:ed:bb:dc:31,2048,6,144.108.129.228,10.0.4.61,61841,554,1500,64,0.019538,20.153019,406,609000,0.540206,0.1,0.794741,0.004964,0.04962,0.861313,0.072134,0
1778821331.7731247,00:50:56:2D:7E:04,00:1A:2B:3C:4D:01,2048,6,10.0.1.235,10.0.1.210,61304,3306,64,128,0.051627,2.303886,16,1024,0.103648,4.447047,1.635319,0.640343,19.302377,0.122083,0.02486,0
1778820289.7005227,90:a5:1c:24:c3:2f,00:0C:29:3B:5C:02,2048,6,10.0.4.23,10.0.2.42,54202,1935,1500,64,0.007092,111.87659,568,852000,0.554296,2.111664,1.305085,0.415926,0.188749,0.076347,0.030091,0
1778820815.7696242,00:0C:29:3B:5C:02,28:9b:11:b2:1a:c6,2048,6,10.130.139.245,172.16.25.4,49889,80,128,255,0.098066,1.355382,40,5120,0.369902,0.1,0.998105,0.003388,0.737799,0.155075,0.061564,0
1778821302.813291,00:1A:2B:3C:4D:01,00:0C:29:3B:5C:02,2048,6,108.188.220.171,192.168.140.103,60324,8080,1500,64,0.027385,23.143267,218,327000,0.502716,5.330035,1.500484,0.565846,2.303061,0.288571,0.076737,0
1778821067.8880148,00:1B:21:1F:8A:05,3c:58:d6:f1:b0:4e,2048,6,172.18.220.238,172.30.198.254,59384,3306,1024,64,0.163223,1.880255,54,55296,0.148978,0.1,1.480493,0.003482,0.531843,0.105668,0.01,0
1778820722.9771345,e1:51:06:e8:af:9b,00:1B:21:1F:8A:05,2048,6,192.168.241.65,172.16.0.1,52985,61854,512,32,0.015837,0.531155,6,3072,0.162294,11.435151,3.283327,1.012307,21.52883,0.619379,0.102488,1
1778820736.1254919,79:d2:b0:ce:9b:7c,08:00:27:4A:6B:03,2048,6,10.232.107.97,10.0.3.120,62503,80,128,64,0.36308,1.213015,32,4096,0.455568,0.715336,1.457657,0.027116,5.897172,0.593076,0.025838,0
1778820803.7820604,00:25:9C:60:85:49,00:1B:21:49:a7:a6,2048,17,156.23.98.123,10.0.4.121,54178,53,64,128,0.427023,0.312235,1,64,0.01,2.511268,0.494941,0.784106,25.112678,0.996745,0.01,0
1778820723.4627604,d8:cf:3d:99:ce:e4,00:25:9C:0E:9B:06,2048,6,10.245.188.5,192.168.1.1,61967,17620,64,128,0.057674,0.795101,10,640,0.439757,47.282789,3.276779,3.759457,59.467686,0.093456,0.61488,1
1778820571.8109193,08:00:27:4A:6B:03,00:0C:29:3B:5C:02,2048,6,150.5.192.69,100.214.32.246,53710,443,1500,64,0.092794,1.575192,40,60000,0.133231,0.908721,2.234907,0.035785,5.768953,0.212465,0.084096,0
1778820713.0978937,88:2b:45:74:50:29,08:00:27:4A:6B:03,2048,6,73.85.244.15,172.16.0.1,49289,31019,64,128,0.002304,0.41948,2,128,0.89501,37.44985,5.442399,7.854732,89.276833,0.681064,0.324614,1
1778820698.982729,08:00:27:51:55:77,08:00:27:4A:6B:03,2048,6,10.114.86.14,10.0.3.1,10886,15878,64,32,0.037072,0.635034,10,640,0.720304,47.674585,4.744366,3.027498,75.074074,1.171207,0.176681,1
1778821268.9231672,8e:b5:17:40:ea:26,7f:3f:85:e0:40:7b,2048,6,192.168.131.135,192.168.48.157,56603,21,64,64,0.134283,1.731383,11,704,0.460226,5.226564,1.045952,0.822653,30.187223,0.095062,0.064314,0
1778820322.1224873,7e:7c:f4:11:b9:0e,85:e9:4b:82:7e:52,2048,17,10.0.1.165,192.168.41.133,54585,53,128,128,0.147141,0.138888,1,128,0.27489,15.44886,0.858935,2.145666,100.0,0.997673,0.029911,0
1778820258.3596373,00:1A:2B:3C:4D:01,00:1B:21:1F:8A:05,2048,6,117.46.128.83,204.83.63.24,51947,8080,512,255,0.432607,1.766306,39,19968,0.492258,4.575077,1.151517,0.207205,25.901943,0.383788,0.097074,0
1778820717.4920883,00:0C:29:3B:5C:02,00:1B:21:1F:8A:05,2048,6,54.108.123.182,192.168.1.1,29131,47805,1024,128,0.080898,1.724569,11,11264,0.559959,69.415694,1.30456,10.882922,40.251042,1.086234,0.57829,1
1778820378.346519,08:00:27:4A:6B:03,74:18:5a:36:59:27,2048,6,10.242.68.85,192.168.16.191,4478,178,64,128,0.008296,0.2905,1,64,0.189544,9.977449,3.920614,2.898449,99.774486,0.023905,0.227282,0
1778820698.5241988,c5:98:26:fe:f1:36,00:50:56:2D:7E:04,2048,6,10.48.182.188,10.0.2.1,54548,56155,1024,32,0.686008,2.079047,46,47104,0.533731,0.1,1.984001,0.00452,0.048099,1.038812,0.091016,1
1778820430.415565,00:50:56:2D:7E:04,00:25:9C:31:fe:72,2048,6,172.21.242.208,79.150.205.108,44687,634,128,64,0.013767,0.080508,1,128,0.23036,7.533841,4.082747,0.606532,75.338415,0.760942,0.269267,0
1778820579.5516913,00:0C:29:3B:5C:02,00:50:56:2D:7E:04,2048,6,10.0.3.192,10.0.3.94,55356,110,64,128,0.088927,2.116457,21,1344,0.213474,1.223205,1.573896,0.123279,5.779494,0.222489,0.01,0
1778820464.1271229,d8:bb:7d:af:5c:66,00:50:56:dc:10:06,2048,6,172.16.40.18,10.0.2.209,62960,3306,64,32,0.252757,1.860638,35,2240,0.295991,13.420646,1.193683,0.713456,72.129262,0.849658,0.091139,0
1778820461.7465916,e0:33:95:ca:71:b7,00:1A:2B:3C:4D:01,2048,6,10.40.15.226,10.0.3.131,56532,25,64,32,0.189712,2.103512,45,2880,0.41496,2.104178,1.500272,0.098359,10.003167,0.24495,0.13085,0
1778821719.5213618,00:25:9C:0E:9B:06,00:0C:29:3B:5C:02,2048,6,197.207.249.17,172.23.66.171,58217,443,1500,64,0.001636,26.927577,174,261000,0.365407,1.196457,0.989417,0.185159,0.444324,0.761667,0.048163,0
1778820537.6488032,00:1A:2B:3C:4D:01,64:67:57:79:c8:24,2048,6,97.194.158.227,10.173.47.192,62680,1935,1500,128,0.018581,27.353775,378,567000,0.675262,1.620857,0.629829,0.117292,0.592553,0.086885,0.044168,0
1778820729.4093175,bb:5c:57:6b:6c:e7,00:1A:2B:3C:4D:01,2048,6,204.112.146.221,10.0.3.1,28083,32971,256,64,0.026409,1.432704,16,4096,0.537546,55.58785,3.677152,4.977558,38.799259,1.12846,0.187084,1
1778820761.2851164,f3:d6:99:6d:97:66,00:1A:2B:3C:4D:01,2048,17,172.112.72.159,10.0.1.1,17768,80,512,64,0.023705,0.973473,4,2048,0.192947,3.456158,3.796897,0.841119,3.550338,1.598646,0.760841,1
1778820699.9828908,7a:39:d9:22:2a:cf,00:50:56:2D:7E:04,2048,6,172.31.160.3,192.168.1.1,61830,21,512,128,0.06799,1.203882,12,6144,0.407733,38.078713,2.032802,3.82019,31.629936,0.482504,0.626216,1
1778820738.6772184,00:0C:29:3B:5C:02,8f:a5:b2:d5:9c:e7,2048,6,17.50.202.132,104.206.118.122,57951,80,128,128,0.087998,1.908807,23,2944,0.282248,1.73595,0.921203,0.144069,9.094428,0.320355,0.015401,0
1778820699.2163746,00:1B:21:1F:8A:05,00:25:9C:0E:9B:06,2048,6,8.213.234.152,10.0.2.1,35620,44409,512,32,0.300766,0.090202,8,4096,0.657772,30.753134,2.68246,0.346751,340.934682,0.66283,0.572065,1
1778820733.2789338,54:b9:fa:bf:06:32,00:1A:2B:3C:4D:01,2048,6,157.176.142.188,10.0.2.1,48515,54231,128,32,0.074265,0.54607,5,640,0.297501,24.151767,2.708984,2.637711,44.228343,1.325125,0.432352,1
1778820646.8452647,00:1A:2B:3C:4D:01,00:1A:2B:bb:4c:23,2048,6,99.161.157.2,10.194.36.71,49907,25,1024,32,0.248798,2.28065,37,37888,0.140766,0.1,0.551132,0.006164,0.438472,0.038833,0.074255,0
1778821064.0649602,03:bf:7c:13:63:cb,00:1A:2B:3C:4D:01,2048,6,162.10.170.28,10.0.1.25,49259,3306,64,128,0.451681,1.825571,24,1536,0.233352,12.271417,0.750285,0.933431,67.219612,0.795892,0.071216,0
1778820720.5519435,08:b7:d2:6c:c4:ec,00:50:56:2D:7E:04,2048,6,123.198.188.175,10.0.1.1,25997,21,128,255,0.095229,1.13648,1,128,0.524226,20.483761,1.72293,23.279389,18.023861,1.241797,0.201534,1
1778820358.6305258,00:0C:29:3B:5C:02,00:1A:2B:3C:4D:01,2048,17,10.0.1.103,10.0.2.211,50080,53,128,64,0.056892,0.088165,1,128,0.122693,0.573959,0.856617,0.050603,5.739595,0.278658,0.138955,0
1778820243.7904282,00:0C:29:3B:5C:02,e2:56:cf:08:fa:37,2048,6,6.226.175.35,17.100.65.252,52873,25,128,64,0.375269,1.906067,36,4608,0.190917,1.216345,1.559318,0.064401,6.381438,0.261966,0.027019,0
1778820199.872941,00:0C:29:3B:5C:02,00:25:9C:0E:9B:06,2048,17,48.98.110.190,195.144.51.214,60977,53,64,128,0.001781,0.152772,1,64,0.065933,11.21639,1.801864,1.713549,100.0,0.385163,0.049023,0
1778820376.9755623,00:50:56:38:ab:c3,ac:e3:35:6c:89:25,2048,6,10.0.2.156,10.0.1.3,59785,53,128,64,0.178522,2.062967,23,2944,0.01,0.1,1.742195,0.008969,0.484739,0.381814,0.023568,0
1778820700.1866019,a0:14:63:1a:a1:33,08:00:27:4A:6B:03,2048,6,172.16.121.43,10.0.3.1,57174,3306,128,255,0.146246,1.055735,2,256,0.54619,0.55481,1.302499,0.292866,0.52552,1.287201,0.718709,1
1778820703.5157254,00:50:56:2D:7E:04,00:0C:29:3B:5C:02,2048,6,32.21.18.151,10.0.2.1,27750,52782,512,64,0.252252,1.54822,8,4096,0.530381,13.723857,4.085002,2.655943,8.864283,1.12056,0.760168,1
1778820200.729064,00:25:9C:0E:9B:06,00:1B:21:1F:8A:05,2048,6,185.100.186.111,10.0.3.160,58992,443,1024,64,0.298597,2.072443,33,33792,0.131777,7.375353,0.578118,0.463182,35.587727,1.039288,0.025202,0
1778820347.960905,00:0C:29:3B:5C:02,00:0C:29:3B:5C:02,2048,6,38.195.135.115,10.0.4.215,54095,143,256,32,0.546366,1.720245,8,2048,0.489698,8.169981,1.935603,1.756796,47.493125,1.224292,0.048561,0
1778820721.445789,61:54:d2:a0:74:61,00:1A:2B:3C:4D:01,2048,6,60.51.88.212,10.0.1.1,14527,143,64,128,0.006141,0.9946,24,1536,0.717102,28.950674,2.989769,1.199765,29.107849,1.460824,0.585941,1
1778820731.750994,00:0C:29:3B:5C:02,00:25:9C:0E:9B:06,2048,6,192.167.124.71,10.0.2.1,46533,1998,1024,64,0.375124,2.481952,38,38912,0.225827,0.1,2.213666,0.006531,0.040291,1.45812,0.126089,1
1778820880.1647866,c6:97:20:74:1a:82,00:1A:2B:3C:4D:01,2048,6,183.118.162.187,26.144.94.120,51878,80,64,64,0.05441,1.583324,36,2304,0.204798,0.1,0.404861,0.004398,0.631583,0.242012,0.064358,0
1778820480.947922,00:50:56:3e:92:1a,64:7e:50:d4:3b:9a,2048,6,55.28.231.146,118.115.53.247,53149,80,512,128,0.483692,1.374399,12,6144,0.367652,19.18524,0.709287,2.197347,100.0,0.131087,0.101381,0
1778820765.2473176,00:50:56:2D:7E:04,0b:44:6b:94:95:f5,2048,6,172.31.119.53,13.78.62.63,56111,443,128,64,0.110074,2.20289,20,2560,0.358055,0.1,0.91464,0.011014,0.453949,0.000931,0.015521,0
1778820708.179553,00:50:56:7f:99:27,00:1B:21:1F:8A:05,2048,6,172.21.119.33,172.16.0.1,24747,51467,1024,255,0.015967,0.872205,10,10240,1.0,43.359881,4.172809,3.78187,49.71296,0.909538,0.68131,1
1778820358.8207846,08:00:27:4A:6B:03,00:50:56:2D:7E:04,2048,6,172.31.194.76,10.0.2.234,49959,110,256,32,0.847943,2.463163,20,5120,0.01,0.1,0.340257,0.012316,0.405982,1.221489,0.0315,0
1778820312.1612692,00:1A:2B:3C:4D:01,b4:8b:05:bf:f8:84,2048,6,10.0.4.223,10.0.2.230,52347,25,512,64,0.192549,2.382172,55,28160,0.327177,8.341726,0.283438,0.361299,35.017314,0.074079,0.083983,0
1778820574.8447423,08:00:27:4A:6B:03,86:35:4b:03:36:00,2048,17,10.0.2.129,10.144.2.79,61112,53,64,128,0.002298,0.100811,2,128,0.01,0.1,1.6488,0.005041,1.0,0.491959,0.029797,0
1778820704.586839,0a:55:e4:61:f6:f7,08:00:27:4A:6B:03,2048,17,172.24.115.91,192.168.1.1,10222,161,128,128,0.048852,0.162124,10,1280,0.839561,4.643411,2.792711,0.075281,28.641113,0.985094,0.407329,1
1778820336.5212064,00:50:56:2D:7E:04,00:25:9C:0E:9B:06,2048,6,167.188.30.170,137.4.103.130,56470,443,256,64,0.130671,2.146695,21,5376,0.198608,4.6055,1.019427,0.470791,21.453909,0.122034,0.016842,0
1778820731.8676856,00:1A:2B:3C:4D:01,00:1A:2B:3C:4D:01,2048,17,53.65.11.23,10.0.1.1,58964,161,256,64,0.035854,1.39702,2,512,0.389509,21.771583,2.557913,15.207665,15.584307,1.236468,0.474116,1
1778820949.844863,00:1B:21:1F:8A:05,00:0C:29:3B:5C:02,2048,6,10.0.3.165,34.255.83.240,53657,443,256,64,0.098636,2.157949,14,3584,0.139414,0.1,2.052621,0.015414,0.463403,0.331964,0.059039,0
1778820960.3066807,00:1A:2B:3C:4D:01,18:be:44:ad:86:71,2048,17,10.0.2.94,192.168.88.111,51099,53,64,128,0.099085,0.009692,1,64,0.167825,1.950966,0.973734,0.018909,19.509658,0.98808,0.050365,0
1778820698.1499054,08:00:27:4A:6B:03,00:1A:2B:3C:4D:01,2048,6,192.168.54.213,172.16.0.1,36598,21141,512,128,0.002834,1.152299,14,7168,0.269624,32.609293,3.793426,2.683975,28.299333,0.730844,0.674675,1
1778820510.5847702,00:1A:2B:8c:5b:4d,95:ff:92:c4:f9:b0,2048,6,192.168.37.156,10.0.1.165,56752,21,256,128,0.224673,1.068407,38,9728,0.519963,2.15709,1.338544,0.060649,20.189784,0.921722,0.016997,0
1778821773.5470836,00:1A:2B:3C:4D:01,00:25:9C:0E:9B:06,2048,6,142.135.111.56,46.51.19.78,54613,443,128,64,0.311166,2.10081,24,3072,0.348429,9.8969,0.72616,0.866313,47.109914,0.246712,0.012596,0
1778820719.199552,00:1A:2B:3C:4D:01,00:1A:2B:3C:4D:01,2048,17,194.139.47.14,192.168.1.1,45740,161,1500,128,0.094855,0.618066,4,6000,0.822911,48.378201,2.15956,7.475228,78.273549,0.689243,0.518986,1
1778820725.3958397,08:00:27:4A:6B:03,00:25:9C:0E:9B:06,2048,6,10.0.3.205,10.0.3.226,56265,80,64,255,0.075734,1.258742,9,576,0.178343,0.1,1.435091,0.013986,0.794444,0.098767,0.010549,0
1778821371.7266612,00:50:56:2D:7E:04,00:0C:29:75:42:e9,2048,6,88.182.247.66,212.195.73.125,49738,8080,1500,64,0.004506,52.721303,225,337500,0.471585,0.1,1.555127,0.023432,0.018968,0.112048,0.073212,0
1778820869.3415523,08:00:27:4A:6B:03,00:0C:29:23:33:b6,2048,6,10.0.4.129,10.0.3.253,54325,8080,128,64,0.290332,1.711408,73,9344,0.262491,4.213736,1.933901,0.098787,24.621455,0.5047,0.06229,0
1778820496.6597598,00:1B:21:38:67:c1,00:0C:29:8d:84:07,2048,6,172.29.57.179,10.0.3.184,58372,110,256,64,0.14792,1.777525,8,2048,0.243941,3.724498,1.537571,0.827548,20.953288,0.98305,0.041655,0
1778820705.3956983,08:00:27:d5:1d:36,00:25:9C:0E:9B:06,2048,6,107.215.107.77,192.168.1.1,37534,25,256,128,0.085484,1.209202,4,1024,0.237915,22.973511,2.575128,6.944906,18.998896,1.013063,0.710445,1
1778820475.169047,fd:ab:ca:1e:e5:50,00:1B:21:1F:8A:05,2048,6,10.0.2.202,172.21.72.4,58411,110,256,32,0.227571,1.936418,30,7680,0.350487,2.108929,0.49854,0.136126,10.890878,0.784614,0.02772,0
1778820221.7814772,08:00:27:ad:59:ed,5d:45:20:ea:12:96,2048,6,10.0.2.227,10.0.3.132,57452,554,1500,64,0.027991,31.471414,381,571500,0.61659,0.1,1.076886,0.00826,0.031775,0.362911,0.058064,0
1778820367.7351797,a0:f6:89:59:2e:c8,00:1B:21:08:10:70,2048,17,192.168.218.13,163.210.48.76,57734,53,64,64,0.076339,0.100896,1,64,0.169294,19.216539,1.165833,1.938864,100.0,0.500266,0.046636,0
1778820696.62441,00:50:56:42:8d:5a,00:25:9C:0E:9B:06,2048,17,192.168.50.125,10.0.3.1,18260,161,256,64,0.006605,1.190832,1,256,1.0,46.796164,3.415011,55.726356,39.297043,1.379978,0.653828,1
1778820683.925854,00:50:56:2D:7E:04,69:23:4b:5b:7d:48,2048,6,10.0.3.225,53.153.156.125,63001,21,1024,32,0.418515,2.337942,12,12288,0.264648,0.1,0.791754,0.019483,0.427727,1.433188,0.107151,0
1778820284.3641915,00:0C:29:3B:5C:02,00:50:56:2D:7E:04,2048,6,92.159.74.38,75.188.4.133,51030,22,128,128,0.47847,1.124365,22,2816,0.434643,0.1,1.358237,0.005111,0.889391,0.455485,0.045536,0
1778820706.425809,e1:8a:f1:76:84:83,00:0C:29:3B:5C:02,2048,6,172.210.198.81,192.168.1.1,13930,25,64,128,0.064113,1.108503,18,1152,0.24102,18.066428,3.654917,1.112593,16.298048,0.655232,0.64014,1
1778820401.7374847,00:50:56:2D:7E:04,00:0C:29:5d:08:9c,2048,6,10.129.111.204,172.19.46.121,55116,315,128,128,0.042827,0.374167,1,128,0.374034,0.1,4.411245,0.037417,1.0,0.157922,0.188125,0
1778820203.9441135,00:25:9C:0E:9B:06,00:50:56:2D:7E:04,2048,6,177.227.179.115,10.0.3.158,51610,443,1500,128,0.009029,111.875194,289,433500,0.499417,0.1,0.844717,0.038711,0.008939,0.704975,0.047038,0
1778820205.9374933,08:00:27:4A:6B:03,8c:f4:6e:fd:95:c0,2048,6,10.0.3.40,192.168.115.180,65126,22,512,64,0.540831,1.909802,22,11264,0.381409,0.1,0.48739,0.008681,0.523615,0.899863,0.120068,0
1778820713.1503482,00:50:56:2D:7E:04,00:50:56:2D:7E:04,2048,6,192.168.12.142,10.0.3.1,47722,22,128,64,0.291709,2.111087,27,3456,0.272481,0.1,1.231308,0.007819,0.047369,1.092726,0.18425,1
1778820732.8600776,00:1A:2B:47:a6:fc,00:1B:21:1F:8A:05,2048,17,31.35.46.93,192.168.1.1,29330,80,1500,255,0.003277,1.070511,1,1500,0.959143,65.115505,4.980874,69.706863,60.826564,0.971679,0.192399,1
1778820715.925184,f3:ca:74:3d:60:76,00:25:9C:0E:9B:06,2048,6,192.168.40.8,10.0.3.1,4622,35098,512,128,0.053052,1.472882,8,4096,0.426461,0.291039,4.779395,0.053583,0.197598,0.990785,0.62174,1
1778820792.3396614,4e:64:a1:9c:c6:e4,b6:70:68:e1:fe:42,2048,6,172.17.167.115,99.2.75.144,49816,22,64,32,0.663681,2.208845,9,576,0.334052,0.1,0.989236,0.024543,0.452725,0.007961,0.081775,0
1778820706.2024875,00:1B:21:93:d1:ea,00:50:56:2D:7E:04,2048,6,220.129.174.236,10.0.1.1,28912,54338,256,32,0.043094,0.50592,2,512,0.490439,34.752795,4.245157,8.791064,68.692295,0.914815,0.566316,1
